Project Name ,Developer Name,Location,Asset Type,Unit Type,BUA,Land Area,Garden,Unit Price,PSM,Payment yrs raw,Payment Yrs,Down Payment ,Delivery %,Cash discount,Delivery Date,Finishing Specs.,Maintenance,Phase,Date of Update,Updated by,Source of info.,Months from Update,Notes,Offering
Ever,Cred,6th of October,Commercial,Office,115,,,13540906,117747.0087,8,8 Yrs,0.1,,,2029,Core & Shell,,,2025-06-25,Farah,Direct Sales,07,,Rent
Ever,Cred,6th of October,Commercial,Office,245,,,30500637,124492.3959,8,8 Yrs,0.1,,,2029,Core & Shell,,,2025-06-25,Farah,Direct Sales,07,,Sell
Ever,Cred,6th of October,Commercial,Office,225,,,33677406,149677.36,8,8 Yrs,0.1,,,2029,Core & Shell,,,2025-06-25,Farah,Direct Sales,07,,Sell
Ever,Cred,6th of October,Commercial,Office,75,,,10409252,138790.0267,8,8 Yrs,0.1,,,2029,Core & Shell,,,2025-06-25,Farah,Direct Sales,07,,Sell
Ever,Cred,6th of October,Commercial,Clinic,66,,,15359234,232715.6667,8,8 Yrs,0.1,,,2029,Core & Shell,,,2025-06-25,Farah,Direct Sales,07,,Sell
Ever,Cred,6th of October,Commercial,Clinic,80,,,17881834,223522.925,8,8 Yrs,0.1,,,2029,Core & Shell,,,2025-06-25,Farah,Direct Sales,07,,Sell
Ever,Cred,6th of October,Commercial,Clinic,45,,,10084248,224094.4,8,8 Yrs,0.1,,,2029,Core & Shell,,,2025-06-25,Farah,Direct Sales,07,,Sell
Ever,Cred,6th of October,Commercial,Clinic,36,,,7929242,220256.7222,8,8 Yrs,0.1,,,2029,Core & Shell,,,2025-06-25,Farah,Direct Sales,07,,Sell
Ever,Cred,6th of October,Residential,Apartment,196,,,17321956,88377.32653,8,8 Yrs,0.1,,,2029,Fully Finished,,,2025-06-25,Farah,Direct Sales,07,,Sell
Ever,Cred,6th of October,Residential,Apartment,215,,,18252598,84895.80465,8,8 Yrs,0.1,,,2029,Fully Finished,,,2025-06-25,Farah,Direct Sales,07,,Sell
Ever,Cred,6th of October,Residential,Apartment,155,,,13765022,88806.59355,8,8 Yrs,0.1,,,2029,Fully Finished,,,2025-06-25,Farah,Direct Sales,07,,Sell
Ever,Cred,6th of October,Residential,Apartment,230,,,19169373,83345.1,8,8 Yrs,0.1,,,2029,Fully Finished,,,2025-06-25,Farah,Direct Sales,07,,Sell
Kayan,Badreldin,6th of October,Residential,Apartment,130,,50,8945307,68810.05385,4,4 Yrs,0.25,,,2025,Fully Finished,,,2025-06-25,Farah,Direct Sales,07,,Rent
Kayan,Badreldin,6th of October,Residential,Apartment,125,,55,8796689,70373.512,4,4 Yrs,0.25,,,2025,Fully Finished,,,2025-06-25,Farah,Direct Sales,07,,Sell
Kayan,Badreldin,6th of October,Residential,Apartment,130,,65,9133571,70258.23846,4,4 Yrs,0.25,,,2025,Fully Finished,,,2025-06-25,Farah,Direct Sales,07,,Rent
Kayan,Badreldin,6th of October,Residential,Apartment,90,,65,7276500,80850,4,4 Yrs,0.25,,,2025,Fully Finished,,,2025-06-25,Farah,Direct Sales,07,,Sell
Creektown,il Cazar,1st Settlement,Residential,Apartment,150,,50,11900000,79333.33333,7,7 Yrs - 10 Yrs,0.2,,,2025,Core & Shell,,,2025-06-25,Farah,Nawy,07,"Down payments 6 years (15%),7 years(20%) ",Rent
Creektown,il Cazar,1st Settlement,Residential,Apartment,128,,,9600000,75000,7,7 Yrs - 10 Yrs,0.2,,,2026,Core & Shell,,,2025-06-25,Farah,Nawy,07,"Down payments 6 years (15%),7 years(20%) ",Sell
Creektown,il Cazar,1st Settlement,Residential,Villa,230,,,40000000,173913.0435,4,4 Yrs,0.25,,,2025,Core & Shell,,,2025-06-25,Farah,Nawy,07,,Sell
Creektown,il Cazar,1st Settlement,Residential,Villa,420,,,65000000,154761.9048,4,4 Yrs,0.25,,,2025,Core & Shell,,,2025-06-25,Farah,Nawy,07,,Rent
Creektown,il Cazar,1st Settlement,Residential,Townhouse,185,,,27750000,150000,7,7 Yrs,0.2,,,2025,Core & Shell,,,2025-06-25,Farah,Nawy,07,"Down payments 6 years (15%),7 years(20%) ",Sell
Creektown,il Cazar,1st Settlement,Residential,Townhouse,210,,,30000000,142857.1429,7,7 Yrs,0.2,,,2025,Core & Shell,,,2025-06-25,Farah,Nawy,07,"Down payments 6 years (15%),7 years(20%) ",Sell
Creektown,il Cazar,1st Settlement,Residential,Duplex,195,,,16500000,84615.38462,7,7 Yrs,0.2,,,2025,Core & Shell,,,2025-06-25,Farah,Nawy,07,"Down payments 6 years (15%),7 years(20%) ",Sell
The Crest,il Cazar,5th Settlement,Residential,Apartment,85,,,5300000,62352.94118,8,8 Yrs,0.05,,,2029,Core & Shell,,,2025-06-25,Farah,Nawy,07,"5% Dp and 5% after 3 months and the rest over 8 years
5% Dp and 5% after 3 months and the rest over 10 years (10% Price increase)
5% Dp and 5% after 3 months and the rest over 6 years (9% Discount)",Sell
The Crest,il Cazar,5th Settlement,Residential,Apartment,120,,,7722000,64350,8,8 Yrs,0.05,,,2029,Core & Shell,,,2025-06-25,Farah,Nawy,07,,Sell
The Crest,il Cazar,5th Settlement,Residential,Villa,220,,,28806000,130936.3636,8,8 Yrs - 10 Yrs,0.05,,,2029,Core & Shell,,,2025-06-25,Farah,Nawy,07,,Sell
The Crest,il Cazar,5th Settlement,Residential,Villa,250,,,35937000,143748,10,8 Yrs - 10 Yrs,0.05,,,2029,Core & Shell,,,2025-06-25,Farah,Nawy,07,,Rent
The Crest,il Cazar,5th Settlement,Residential,Townhouse,180,,,20705000,115027.7778,8,8 Yrs,0.05,,,2029,Core & Shell,,,2025-06-25,Farah,Nawy,07,,Sell
The Crest,il Cazar,5th Settlement,Residential,Townhouse,230,,,30402000,132182.6087,8,8 Yrs,0.05,,,2029,Core & Shell,,,2025-06-25,Farah,Nawy,07,,Rent
The Crest,il Cazar,5th Settlement,Residential,Duplex,210,,,20196000,96171.42857,8,8 Yrs,0.05,,,2029,Core & Shell,,,2025-06-25,Farah,Nawy,07,,Sell
Glen,il Cazar,6th Settlement,Residential,Villa,210,,,18000000,85714.28571,8,8 Yrs,0.05,,,2029,Core & Shell,,,2025-06-25,Farah,Nawy,07,"5% Dp and 5% after 3 months and the rest over 8 years
5% Dp and 5% after 3 months and the rest over 10 years (10% Price increase)
5% Dp and 5% after 3 months and the rest over 6 years (9% Discount)
Quad villa starting from 18M
Stand Alone starting from 23.2M",Rent
Glen,il Cazar,6th Settlement,Residential,Villa,275,,,30500000,110909.0909,8,8 Yrs,0.05,,,2029,Core & Shell,,,2025-06-25,Farah,Nawy,07,,Sell
Glen,il Cazar,6th Settlement,Residential,Villa,220,,,26500000,120454.5455,8,8 Yrs,0.05,,,2029,Core & Shell,,,2025-06-25,Farah,Nawy,07,,Sell
Westdays,il Cazar,6th of October,Residential,Apartment,75,,,4700000,62666.66667,8,8 Yrs,0.05,,,2029,Semi-Finished,,,2025-06-25,Farah,Nawy,07,,Sell
Westdays,il Cazar,6th of October,Residential,Apartment,120,,,6000000,50000,8,8 Yrs,0.05,,,2029,Semi-Finished,,,2025-06-25,Farah,Nawy,07,,Rent
Westdays,il Cazar,6th of October,Residential,Penthouse,95,,,7451000,78431.57895,8,8 Yrs,0.05,,,2029,Semi-Finished,,,2025-06-25,Farah,Nawy,07,,Rent
Westdays,il Cazar,6th of October,Residential,Penthouse,130,,,10190740,78390.30769,8,8 Yrs,0.05,,,2029,Semi-Finished,,,2025-06-25,Farah,Nawy,07,,Sell
Safia,il Cazar,Ras El Hekma,Residential,Villa,225,,,36000000,160000,8,8 Yrs,0.05,,,2029,Fully Finished,,,2025-06-25,Farah,Nawy,07,,Sell
Safia,il Cazar,Ras El Hekma,Residential,Villa,330,,,100700000,305151.5152,8,8 Yrs,0.05,,,2029,Fully Finished,,,2025-06-25,Farah,Nawy,07,,Sell
Safia,il Cazar,Ras El Hekma,Residential,Townhouse,200,,,28000000,140000,8,8 Yrs,0.05,,,2029,Fully Finished,,,2025-06-25,Farah,Nawy,07,,Sell
Safia,il Cazar,Ras El Hekma,Residential,Chalet,72,,,6400000,88888.88889,8,8 Yrs,0.05,,,2029,Fully Finished,,,2025-06-25,Farah,Nawy,07,,Rent
Safia,il Cazar,Ras El Hekma,Residential,Chalet,138,,,14000000,101449.2754,8,8 Yrs,0.05,,,2029,Fully Finished,,,2025-06-25,Farah,Nawy,07,,Sell
Mountain View Hyde Park,Mountain View,6th Settlement,Residential,Duplex,300.4,,,31906809,106214.4108,7,7 Yrs,0.12,,,RTM,Core & Shell,,,2025-06-25,Nour,Direct Sales,07,"I-Villa, Roof = 79",Rent
Mountain View Hyde Park,Mountain View,6th Settlement,Residential,Villa,731.25,929.89,,121930988,166743.2315,7,7 Yrs,0.12,,,RTM,Core & Shell,,,2025-06-25,Nour,Direct Sales,07,Roof = 119,Sell
Mountain View Hyde Park,Mountain View,6th Settlement,Residential,Apartment,202.93,,,19941485,98267.80171,7,7 Yrs,0.12,,,RTM,Core & Shell,,,2025-06-25,Nour,Direct Sales,07,,Sell
Mountain View Hyde Park,Mountain View,6th Settlement,Residential,Duplex,278.64,,48.83,29974963,107575.951,7,7 Yrs,0.12,,,RTM,Core & Shell,,,2025-06-25,Nour,Direct Sales,07,I-Villa,Sell
Aliva,Mountain View,Mostakbal City,Residential,Apartment,120,,131.87,14683143,122359.525,12,12 Yrs,0.02,,,2029,Fully Finished,,,2025-06-25,Nour,Direct Sales,07,,Rent
Aliva,Mountain View,Mostakbal City,Residential,Apartment,125,,,11342672,90741.376,12,12 Yrs,0.02,,,2029,Fully Finished,,,2025-06-25,Nour,Direct Sales,07,,Rent
Aliva,Mountain View,Mostakbal City,Residential,Duplex,230,,,20040056,87130.67826,12,12 Yrs,0.02,,,2029,Fully Finished,,,2025-06-25,Nour,Direct Sales,07,"I-Villa, Roof = 15",Sell
Aliva,Mountain View,Mostakbal City,Residential,Duplex,230,,113.65,23352897,101534.3348,12,12 Yrs,0.02,,,2029,Fully Finished,,,2025-06-25,Nour,Direct Sales,07,I-Villa,Rent
Aliva,Mountain View,Mostakbal City,Residential,Villa,350,648.54,,56084092,160240.2629,12,12 Yrs,0.02,,,2029,Fully Finished,,,2025-06-25,Nour,Direct Sales,07,Roof = 31,Sell
Aliva,Mountain View,Mostakbal City,Residential,Townhouse,220,224.45,,28701154,130459.7909,12,12 Yrs,0.02,,,2029,Fully Finished,,,2025-06-25,Nour,Direct Sales,07,,Sell
Mountain View October Park,Mountain View,October Gardens,Residential,Townhouse,231.23,185.85,,22252362,96234.75328,9,9 Yrs,0.05,,,RTM,Core & Shell,,,2025-06-25,Nour,Direct Sales,07,"I-Villa, Roof = 96",Rent
Mountain View October Park,Mountain View,October Gardens,Residential,Duplex,326,,,23519100,72144.47853,9,9 Yrs,0.05,,,RTM,Core & Shell,,,2025-06-25,Nour,Direct Sales,07,,Sell
Mountain View October Park,Mountain View,October Gardens,Residential,Duplex,280.26,,57.66,24533388,87537.95761,9,9 Yrs,0.05,,,RTM,Core & Shell,,,2025-06-25,Nour,Direct Sales,07,I-Villa,Sell
Mountain View Icity October,Mountain View,6th of October,Residential,Apartment,165,,224,17057146,103376.6424,9,9 Yrs - 12 Yrs,0.05,,,RTM,Core & Shell,,,2025-06-25,Nour,Direct Sales,07,,Sell
Mountain View Icity October,Mountain View,6th of October,Residential,Apartment,170,,,14797961,87046.82941,9,9 Yrs - 12 Yrs,0.05,,,RTM,Core & Shell,,,2025-06-25,Nour,Direct Sales,07,,Sell
Mountain View Icity October,Mountain View,6th of October,Residential,Duplex,210,,22,25152857,119775.5095,9,9 Yrs,0.05,,,RTM,Core & Shell,,,2025-06-25,Nour,Direct Sales,07,I-Villa Beach house,Sell
Mountain View Icity October,Mountain View,6th of October,Residential,Apartment,210,,146,23880686,113717.5524,9,9 Yrs - 12 Yrs,0.05,,,RTM,Core & Shell,,,2025-06-25,Nour,Direct Sales,07,Park side house,Sell
Grand Valleys,Mountain View,New Adm. Capital,Residential,Townhouse,250,,,30267740,121070.96,8,6 Yrs - 8 Yrs,0.05,,,2027,Fully Finished,,,2025-06-25,Nour,Direct Sales,07,,Sell
Green River Tower,Modon Developments ,New Adm. Capital,Commercial,Office,41,,,5356000,130634.1463,10,10 Yrs,0.1,,,2028,Fully Finished,,,2025-06-25,Nour,Direct Sales,07,,Sell
Green River Tower,Modon Developments ,New Adm. Capital,Commercial,Retail,107,,,19462000,181887.8505,10,10 Yrs,0.1,,,2028,Core & Shell,,,2025-06-25,Nour,Direct Sales,07,,Sell
Villagio,Modon Developments ,6th of October,Residential,Services Apartment,116,,,10138000,87396.55172,10,10 Yrs,0.02,,,2028,Furnished,,,2025-06-25,Nour,Direct Sales,07,,Sell
Villagio,Modon Developments ,6th of October,Residential,Twinhouse,255,,,21583000,84639.21569,10,10 Yrs,0.02,,,2028,Core & Shell,,,2025-06-25,Nour,Direct Sales,07,,Rent
Villagio,Modon Developments ,6th of October,Residential,Townhouse,208,,,19500000,93750,10,10 Yrs,0.02,,,2028,Core & Shell,,,2025-06-25,Nour,Direct Sales,07,Roof = 75,Rent
Boutique Village 2,Modon Developments ,5th Settlement,Residential,Apartment,70,,,5252000,75028.57143,10,10 Yrs,0.1,,,2029,Semi-Finished,,,2025-06-25,Nour,Direct Sales,07,,Rent
Boutique Village 2,Modon Developments ,5th Settlement,Residential,Apartment,112,,,7924000,70750,10,10 Yrs,0.1,,,2029,Semi-Finished,,,2025-06-25,Nour,Direct Sales,07,,Rent
Boutique Village 2,Modon Developments ,5th Settlement,Residential,Apartment,159,,,11361000,71452.83019,10,10 Yrs,0.1,,,2029,Semi-Finished,,,2025-06-25,Nour,Direct Sales,07,,Sell
Diar II,Tameer,6th of October,Residential,Apartment,151,,,8999595,59599.96689,5,5 Yrs - 8 Yrs,0.3,,,RTM,Semi-Finished,,,2025-06-25,Nour,Direct Sales,07,"1,5 Years delivery
Core & shell
30% cash discount",Rent
Diar II,Tameer,6th of October,Residential,Penthouse,200,,,12616057,63080.285,5,5 Yrs - 7 Yrs,0.3,,,RTM,Semi-Finished,,,2025-06-25,Nour,Direct Sales,07,roof 126m2,Sell
Diar II,Tameer,6th of October,Residential,Apartment,146,,,7539917,51643.26712,8,5 Yrs - 8 Yrs,0.1,,,2026,Core & Shell,,,2025-06-25,Nour,Direct Sales,07,,Sell
Diar II,Tameer,6th of October,Residential,Apartment,198,,120,10850244,54799.21212,7,5 Yrs - 8 Yrs,0.1,,,2026,Core & Shell,,,2025-06-25,Nour,Direct Sales,07,,Sell
Diar II,Tameer,6th of October,Residential,Penthouse,237,,,13123673,55374.14768,7,5 Yrs - 7 Yrs,0.1,,,2026,Core & Shell,,,2025-06-25,Nour,Direct Sales,07,roof 126m2,Sell
Hills of One,People & Places,New Zayed,Residential,Apartment,129,,37,13160000,102015.5039,9,9 Yrs,0.1,,,2029,Fully Finished,,,2025-06-25,Nour,Direct Sales,07,,Rent
Hills of One,People & Places,New Zayed,Residential,Apartment,151,,40 ,17461000,115635.7616,9,9 Yrs,0.1,,,2029,Fully Finished,,,2025-06-25,Nour,Direct Sales,07,,Sell
Zed East,Ora Developers,6th Settlement,Residential,Apartment,178,,,41796300,234810.6742,10,10 Yrs,0.05,,,2029,Fully Finished,,,2025-06-25,Salah,Direct Sales,07,,Sell
Zed East,Ora Developers,6th Settlement,Residential,Apartment,122,,,28059150,229993.0328,10,10 Yrs,0.05,,,2029,Fully Finished,,,2025-06-25,Salah,Direct Sales,07,,Sell
Zed East,Ora Developers,6th Settlement,Residential,Apartment,92,,,20732250,225350.5435,10,10 Yrs,0.05,,,2029,Fully Finished,,,2025-06-25,Salah,Direct Sales,07,,Sell
Zed East,Ora Developers,6th Settlement,Residential,Apartment,122,,,28059150,229993.0328,10,10 Yrs,0.05,,,2029,Fully Finished,,,2025-06-25,Salah,Direct Sales,07,,Sell
Zed East,Ora Developers,6th Settlement,Residential,Apartment,122,,,30025800,246113.1148,10,10 Yrs,0.05,,,2029,Fully Finished,,,2025-06-25,Salah,Direct Sales,07,,Sell
Zed East,Ora Developers,6th Settlement,Residential,Apartment,122,,,31598700,259005.7377,10,10 Yrs,0.05,,,2029,Fully Finished,,,2025-06-25,Salah,Direct Sales,07,,Rent
ZED,Ora Developers,El Sheikh Zayed,Residential,Apartment,137,,43,20082000,146583.9416,10,10 Yrs,0.05,,,2029,Fully Finished,,,2025-06-25,Salah,Direct Sales,07,,Sell
ZED,Ora Developers,El Sheikh Zayed,Residential,Apartment,185,,0,25690000,138864.8649,10,10 Yrs,0.05,,,2029,Fully Finished,,,2025-06-25,Salah,Direct Sales,07,,Sell
ZED,Ora Developers,El Sheikh Zayed,Residential,Apartment,137,,43,20082000,146583.9416,10,10 Yrs,0.05,,,2029,Fully Finished,,,2025-06-25,Salah,Direct Sales,07,,Sell
ZED,Ora Developers,El Sheikh Zayed,Residential,Apartment,108,,22,15715000,145509.2593,10,10 Yrs,0.05,,,2029,Fully Finished,,,2025-06-25,Salah,Direct Sales,07,,Sell
ZED,Ora Developers,El Sheikh Zayed,Residential,Apartment,185,,0,25690000,138864.8649,10,10 Yrs,0.05,,,2029,Fully Finished,,,2025-06-25,Salah,Direct Sales,07,,Rent
Solana ,Ora Developers,New Zayed,Residential,Twinhouse,221,,,43642000,197475.1131,10,10 Yrs,0.05,,,2029,Fully Finished,,,2025-06-25,Salah,Direct Sales,07,,Rent
Solana ,Ora Developers,New Zayed,Residential,Twinhouse,221,,,43183000,195398.19,10,10 Yrs,0.05,,,2029,Fully Finished,,,2025-06-25,Salah,Direct Sales,07,,Sell
Solana ,Ora Developers,New Zayed,Residential,Villa,319,,,87290000,273636.3636,10,10 Yrs,0.05,,,2029,Fully Finished,,,2025-06-25,Salah,Direct Sales,07,,Sell
Solana ,Ora Developers,New Zayed,Residential,Townhouse,198,,,29361000,148287.8788,10,10 Yrs,0.05,,,2029,Fully Finished,,,2025-06-25,Salah,Direct Sales,07,,Rent
Solana ,Ora Developers,New Zayed,Residential,Villa,319,,,87288000,273630.094,10,10 Yrs,0.05,,,2029,Fully Finished,,,2025-06-25,Salah,Direct Sales,07,,Sell
Solana ,Ora Developers,New Zayed,Residential,Townhouse,198,,,29361000,148287.8788,10,10 Yrs,0.05,,,2029,Fully Finished,,,2025-06-25,Salah,Direct Sales,07,,Sell
Solana ,Ora Developers,New Zayed,Residential,Townhouse,198,,,29221000,147580.8081,10,10 Yrs,0.05,,,2029,Fully Finished,,,2025-06-25,Salah,Direct Sales,07,,Sell
West Gate Business Hub,Gates,El Sheikh Zayed,Commercial,Office,75,,,8696622,115954.96,4,4 Yrs,0.3,,,RTM,Fully Finished,,,2025-06-25,Salah,Direct Sales,07,,Sell
West Gate Business Hub,Gates,El Sheikh Zayed,Commercial,Office,85,,,9384000,110400,4,4 Yrs,0.3,,,RTM,Fully Finished,,,2025-06-25,Salah,Direct Sales,07,,Sell
West Gate Business Hub,Gates,El Sheikh Zayed,Commercial,Office,106,,,11964600,112873.5849,4,4 Yrs,0.3,,,RTM,Fully Finished,,,2025-06-25,Salah,Direct Sales,07,,Sell
West Gate Business Hub,Gates,El Sheikh Zayed,Commercial,Retail,200,,,25248825,126244.125,4,4 Yrs,0.3,,,RTM,Core & Shell,,,2025-06-25,Salah,Direct Sales,07,,Rent
West Gate Business Hub,Gates,El Sheikh Zayed,Commercial,Retail,276,,,46050162,166848.413,4,4 Yrs,0.3,,,RTM,Core & Shell,,,2025-06-25,Salah,Direct Sales,07,,Sell
Space Mall,Gates,El Sheikh Zayed,Commercial,Clinic,90,,,11159736,123997.0667,9,9 Yrs,0.15,,,2029,Core & Shell,,,2025-06-25,Salah,Direct Sales,07,,Rent
Space Mall,Gates,El Sheikh Zayed,Commercial,Clinic,115,,,13406521,116578.4435,9,9 Yrs,0.15,,,2029,Core & Shell,,,2025-06-25,Salah,Direct Sales,07,,Sell
Space Mall,Gates,El Sheikh Zayed,Commercial,Retail,105,,,19953802,190036.2095,9,9 Yrs,0.15,,,2029,Core & Shell,,,2025-06-25,Salah,Direct Sales,07,,Sell
Space Mall,Gates,El Sheikh Zayed,Commercial,Retail,105,,,20821358,198298.6476,9,9 Yrs,0.15,,,2029,Core & Shell,,,2025-06-25,Salah,Direct Sales,07,,Rent
Lugar,Gates,New Zayed,Residential,Apartment,115,,,10061225,87488.91304,8,8 Yrs,0.1,,,2029,Core & Shell,,,2025-06-25,Salah,Direct Sales,07,,Rent
Lugar,Gates,New Zayed,Residential,Apartment,115,,,10080799,87659.12174,8,8 Yrs,0.1,,,2029,Core & Shell,,,2025-06-25,Salah,Direct Sales,07,,Sell
Lugar,Gates,New Zayed,Residential,Townhouse,185,,,15063237,81422.9027,8,8 Yrs,0.1,,,2029,Core & Shell,,,2025-06-25,Salah,Direct Sales,07,,Sell
Lugar,Gates,New Zayed,Residential,Villa,255,,,29322486,114990.1412,8,8 Yrs,0.1,,,2029,Core & Shell,,,2025-06-25,Salah,Direct Sales,07,,Sell
Catalan,Gates,New Adm. Capital,Residential,Apartment,175,,,6121629,34980.73714,5,5 Yrs,0.2,,,RTM,Semi-Finished,,,2025-06-25,Salah,Direct Sales,07,,Sell
Catalan,Gates,New Adm. Capital,Residential,Apartment,175,,,6178840,35307.65714,5,5 Yrs,0.2,,,RTM,Semi-Finished,,,2025-06-25,Salah,Direct Sales,07,,Sell
Catalan,Gates,New Adm. Capital,Residential,Duplex,335,,,12401569,37019.60896,5,5 Yrs,0.2,,,RTM,Semi-Finished,,,2025-06-25,Salah,Direct Sales,07,,Sell
Catalan,Gates,New Adm. Capital,Residential,Duplex,382,,,12454570,32603.58639,5,5 Yrs,0.2,,,RTM,Semi-Finished,,,2025-06-25,Salah,Direct Sales,07,,Sell
